Date,Clanmate,ChestName,ChestLevel,ChestType,ChestPoints
2026-04-04,RATTUS,Orc Chest,20,Common Crypt,16
2026-04-04,WadA,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,WadA,Fire Chest,20,Common Crypt,16
2026-04-04,Gleladod,Barbarian Chest,25,Common Crypt,55
2026-04-04,WadA,Barbarian Chest,20,epic Crypt,45
2026-04-04,WaDa,Stone Chest,25,Common Crypt,55
2026-04-04,WadA,Trillium Chest,20,epic Crypt,45
2026-04-04,WaDa,Forgotten Chest,25,Common Crypt,55
2026-04-04,WaDa,Elegant Chest,25,Common Crypt,55
2026-04-04,WadA,Abandoned Chest,20,epic Crypt,45
2026-04-04,WadA,Barbarian Chest,20,epic Crypt,45
2026-04-04,WaDa,Fire Chest,25,Common Crypt,55
2026-04-04,Luchdaing,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Luchdaing,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Luchdaing,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Luchdaing,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,WadA,Scorpion Chest,20,epic Crypt,45
2026-04-04,WadA,Turtle Chest,20,epic Crypt,45
2026-04-04,WadA,Minotaur Chest,20,epic Crypt,45
2026-04-04,WaDa,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,WadA,Titansteel Chest,20,epic Crypt,45
2026-04-04,Luchdaing,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,WaDa,Forgotten Chest,20,Common Crypt,16
2026-04-04,RATTUS,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,RATTUS,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,RATTUS,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,RATTUS,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,WaDa,Stone Chest,25,Common Crypt,55
2026-04-04,Sharpstone,Bone Chest,25,Common Crypt,55
2026-04-04,Sharpstone,Barbarian Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-04-04,Vudogore,Stone Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Elegant Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Elegant Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Elegant Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Graveleye,Mayan Chest,20,Common Crypt,16
2026-04-04,Graveleye,Orc Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-04-04,ozin blesin,Priest's Chest,20,epic Crypt,45
2026-04-04,ozin blesin,Priest's Chest,20,epic Crypt,45
2026-04-04,ozin blesin,Trillium Chest,20,epic Crypt,45
2026-04-04,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-04-04,ozin blesin,Ancient Warrior's Chest,20,epic Crypt,45
2026-04-04,Graveleye,Fire Chest,20,Common Crypt,16
2026-04-04,Graveleye,Orc Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Ancient Warrior's Chest,20,epic Crypt,45
2026-04-04,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-04-04,Graveleye,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Trillium Chest,20,epic Crypt,45
2026-04-04,ozin blesin,Trillium Chest,20,epic Crypt,45
2026-04-04,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-04-04,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-04-04,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-04-04,ozin blesin,Trillium Chest,20,epic Crypt,45
2026-04-04,ZumiroNoia,Sand Chest,25,Common Crypt,55
2026-04-04,Coris,Sand Chest,25,Common Crypt,55
2026-04-04,Coris,Ancient Warrior's Chest,25,epic Crypt,90
2026-04-04,Coris,Scorpion Chest,20,epic Crypt,45
2026-04-04,kremlin,Orc Chest,20,Common Crypt,16
2026-04-04,ZumiroNoia,Sand Chest,25,Common Crypt,55
2026-04-04,Presidio de Bangu,Rare Dragon Chest,15,rare Crypt,8
2026-04-04,Shadowbringer SK,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Shadowbringer SK,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Shadowbringer SK,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Shadowbringer SK,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Shadowbringer SK,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,ZumiroNoia,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,KaLisi,JГіrmungandr's Chest,0,Epic Jormungandr squad,60
2026-04-04,Shadowbringer SK,Barbarian Chest,25,Common Crypt,55
2026-04-04,Seraning,Fire Chest,20,Common Crypt,16
2026-04-04,Wada,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Wada,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Wada,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Wada,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Wada,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Seraning,Sand Chest,20,Common Crypt,16
2026-04-04,Seraning,Barbarian Chest,15,epic Crypt,12
2026-04-04,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Seraning,Cobra Chest,15,Common Crypt,0
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,Vudogore,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Vudogore,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Vudogore,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Vudogore,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Vudogore,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Shadowbringer SK,Infernal Chest,25,Common Crypt,55
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,Vudogore,Elegant Chest,25,Common Crypt,55
2026-04-04,Vudogore,Fire Chest,20,Common Crypt,16
2026-04-04,Seraning,Mayan Chest,5,Common Crypt,0
2026-04-04,Vudogore,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Wada,Cobra Chest,25,Common Crypt,55
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,Vudogore,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Wada,Forgotten Chest,25,Common Crypt,55
2026-04-04,Wada,Stone Chest,20,Common Crypt,16
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,Vudogore,Barbarian Chest,25,epic Crypt,90
2026-04-04,Chiarka,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,Se7en87,Stone Chest,25,Common Crypt,55
2026-04-04,Chiarka,Trillium Chest,15,epic Crypt,12
2026-04-04,Se7en87,Stone Chest,25,Common Crypt,55
2026-04-04,Vudogore,House of Horrors Chest,25,epic Crypt,90
2026-04-04,Chiarka,Cobra Chest,25,Common Crypt,55
2026-04-04,Chiarka,Fire Chest,25,Common Crypt,55
2026-04-04,Se7en87,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,Lightscar,Scarab Chest,25,epic Crypt,90
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Stone Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Se7en87,Orc Chest,25,Common Crypt,55
2026-04-04,Lightscar,Barbarian Chest,25,epic Crypt,90
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Lightscar,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,ozin blesin,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Earfiren,Trillium Chest,20,epic Crypt,45
2026-04-04,Athena,Barbarian Chest,20,epic Crypt,45
2026-04-04,Harald Bluetooth,Forgotten Chest,25,Common Crypt,55
2026-04-04,Athena,Mayan Chest,20,Common Crypt,16
2026-04-04,Finiminil,Elegant Chest,20,Common Crypt,16
2026-04-04,Earfiren,Turtle Chest,20,epic Crypt,45
2026-04-04,Finiminil,Stone Chest,20,Common Crypt,16
2026-04-04,Finiminil,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,Finiminil,Sand Chest,20,Common Crypt,16
2026-04-04,Shadowbringer SK,Elegant Chest,25,Common Crypt,55
2026-04-04,Finiminil,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,Finiminil,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Finiminil,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Finiminil,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Athena,Elegant Chest,20,Common Crypt,16
2026-04-04,ZAR,White Wood Chest,25,epic Crypt,90
2026-04-04,Finiminil,Cobra Chest,25,Common Crypt,55
2026-04-04,Athena,Infernal Chest,20,Common Crypt,16
2026-04-04,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Godfather,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,ZAR,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,ZAR,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,ZAR,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,ZAR,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,ZAR,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Athena,Sand Chest,20,Common Crypt,16
2026-04-04,Godfather,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Finiminil,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Harald Bluetooth,Cobra Chest,25,Common Crypt,55
2026-04-04,Athena,Elegant Chest,20,Common Crypt,16
2026-04-04,Harald Bluetooth,Mayan Chest,25,Common Crypt,55
2026-04-04,Godfather,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Godfather,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Godfather,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Godfather,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Godfather,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,AkhmAn,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,AkhmAn,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,AkhmAn,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,AkhmAn,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,AkhmAn,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,kremlin,Barbarian Chest,20,Common Crypt,16
2026-04-04,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-04-04,kremlin,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,kremlin,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,kremlin,Sand Chest,20,Common Crypt,16
2026-04-04,kremlin,Barbarian Chest,20,Common Crypt,16
2026-04-04,kremlin,Stone Chest,20,Common Crypt,16
2026-04-04,kremlin,Fire Chest,20,Common Crypt,16
2026-04-04,ZAR,Infernal Chest,25,Common Crypt,55
2026-04-04,kremlin,Forgotten Chest,20,Common Crypt,16
2026-04-04,kremlin,Stone Chest,20,Common Crypt,16
2026-04-04,kremlin,Cobra Chest,20,Common Crypt,16
2026-04-04,kremlin,Cobra Chest,20,Common Crypt,16
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,Sharpstone,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,Sharpstone,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,Fankayel,Harpy Chest,20,epic Crypt,45
2026-04-04,Sharpstone,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Fankayel,Elegant Chest,20,Common Crypt,16
2026-04-04,Grikelv,Braided Chest,25,epic Crypt,90
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,Rainterror,Orc Chest,10,Common Crypt,0
2026-04-04,kremlin,Barbarian Chest,20,epic Crypt,45
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,kremlin,Bone Chest,20,Common Crypt,16
2026-04-04,kremlin,Barbarian Chest,20,epic Crypt,45
2026-04-04,Alessa,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,Fankayel,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Mofym,Cobra Chest,25,Common Crypt,55
2026-04-04,Mofym,Forgotten Chest,25,Common Crypt,55
2026-04-04,Mofym,Orc Chest,25,Common Crypt,55
2026-04-04,Mofym,Mayan Chest,25,Common Crypt,55
2026-04-04,Mofym,Infernal Chest,25,Common Crypt,55
2026-04-04,Mofym,Barbarian Chest,25,Common Crypt,55
2026-04-04,Mofym,Stone Chest,25,Common Crypt,55
2026-04-04,AkhmAn,Elven Citadel Chest,20,Citadel,12
2026-04-04,Mofym,Forgotten Chest,25,Common Crypt,55
2026-04-04,Mofym,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,Mofym,Elegant Chest,25,Common Crypt,55
2026-04-04,Mofym,Orc Chest,25,Common Crypt,55
2026-04-04,Mofym,Orc Chest,25,Common Crypt,55
2026-04-04,Mofym,Forgotten Chest,25,Common Crypt,55
2026-04-04,AkhmAn,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Mofym,Forgotten Chest,25,Common Crypt,55
2026-04-04,Mofym,Orc Chest,25,Common Crypt,55
2026-04-04,AkhmAn,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Mofym,Orc Chest,25,Common Crypt,55
2026-04-04,Mofym,Forgotten Chest,25,Common Crypt,55
2026-04-04,Mofym,Stone Chest,25,Common Crypt,55
2026-04-04,Mofym,Stone Chest,25,Common Crypt,55
2026-04-04,Mofym,Orc Chest,25,Common Crypt,55
2026-04-04,Mofym,Forgotten Chest,25,Common Crypt,55
2026-04-04,AkhmAn,Cursed Citadel Chest,20,Citadel,12
2026-04-04,Mofym,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,Mofym,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,Mofym,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,Mofym,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,Mofym,Rare Dragon Chest,30,rare Crypt,120
2026-04-04,AkhmAn,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Mofym,Priest's Chest,30,epic Crypt,140
2026-04-04,Mofym,Braided Chest,30,epic Crypt,140
2026-04-04,Mofym,Ancient Warrior's Chest,30,epic Crypt,140
2026-04-04,Mofym,Scarab Chest,30,epic Crypt,140
2026-04-04,AkhmAn,Bone Chest,20,Common Crypt,16
2026-04-04,Mofym,Barbarian Chest,30,epic Crypt,140
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Donkey Muffins,Scarab Chest,25,epic Crypt,90
2026-04-04,Donkey Muffins,White Wood Chest,25,epic Crypt,90
2026-04-04,Donkey Muffins,Titansteel Chest,25,epic Crypt,90
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Donkey Muffins,Braided Chest,25,epic Crypt,90
2026-04-04,Donkey Muffins,Harpy Chest,25,epic Crypt,90
2026-04-04,Donkey Muffins,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Donkey Muffins,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Se7en87,Cursed Citadel Chest,25,Citadel,28
2026-04-04,Donkey Muffins,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Donkey Muffins,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Se7en87,Cursed Citadel Chest,25,Citadel,28
2026-04-04,Donkey Muffins,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Ceciel,Forgotten Chest,20,Common Crypt,16
2026-04-04,Donkey Muffins,Orc Chest,25,Common Crypt,55
2026-04-04,Malik2203,JГіrmungandr's Chest,0,Epic Jormungandr squad,60
2026-04-04,Fankayel,Rare Dragon Chest,25,rare Crypt,72
2026-04-04,Ceciel,Sand Chest,20,Common Crypt,16
2026-04-04,Donkey Muffins,Forgotten Chest,25,Common Crypt,55
2026-04-04,StellaVist,Ancient Warrior's Chest,20,epic Crypt,45
2026-04-04,Donkey Muffins,Forgotten Chest,25,Common Crypt,55
2026-04-04,Fankayel,Scarab Chest,20,epic Crypt,45
2026-04-04,StellaVist,Harpy Chest,20,epic Crypt,45
2026-04-04,Hayko,Elven Citadel Chest,10,Citadel,0
2026-04-04,Fankayel,Rare Dragon Chest,20,rare Crypt,28
2026-04-04,Malik2203,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,StellaVist,Harpy Chest,20,epic Crypt,45
2026-04-04,Hayko,Elven Citadel Chest,15,Citadel,0
2026-04-04,Donkey Muffins,Forgotten Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Orc Chest,25,Common Crypt,55
2026-04-04,Ladislaus,Mayan Chest,25,Common Crypt,55
2026-04-04,Ladislaus,Fire Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Orc Chest,25,Common Crypt,55
2026-04-04,Raven,Barbarian Chest,20,Common Crypt,16
2026-04-04,Arch,Common Chest of Wealth,0,Clan wealth,0
2026-04-04,Arch,Uncommon Chest of Wealth,0,Clan wealth,0
2026-04-04,Arch,Rare Chest of Wealth,0,Clan wealth,0
2026-04-04,Arch,Epic Chest of Wealth,0,Clan wealth,0
2026-04-04,Raven,Mayan Chest,20,Common Crypt,16
2026-04-04,Raven,Cobra Chest,20,Common Crypt,16
2026-04-04,StellaVist,Ancient Warrior's Chest,20,epic Crypt,45
2026-04-04,Donkey Muffins,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,Raven,Sand Chest,20,Common Crypt,16
2026-04-04,Raven,Stone Chest,20,Common Crypt,16
2026-04-04,Hayko,Elven Citadel Chest,10,Citadel,0
2026-04-04,Malik2203,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Malik2203,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Donkey Muffins,Orc Chest,25,Common Crypt,55
2026-04-04,Sengul,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Sengul,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Sengul,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Sengul,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Sengul,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Donkey Muffins,Barbarian Chest,25,Common Crypt,55
2026-04-04,Vudogore,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Donkey Muffins,Cobra Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Barbarian Chest,25,Common Crypt,55
2026-04-04,Hayko,Elven Citadel Chest,15,Citadel,0
2026-04-04,Vudogore,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Vudogore,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Donkey Muffins,Mayan Chest,25,Common Crypt,55
2026-04-04,AkhmAn,Cursed Citadel Chest,20,Citadel,12
2026-04-04,Donkey Muffins,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Stone Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Gnome Workshop Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Barbarian Chest,25,Common Crypt,55
2026-04-04,Donkey Muffins,Forgotten Chest,25,Common Crypt,55
2026-04-04,Hayko,Elven Citadel Chest,15,Citadel,0
2026-04-04,Donkey Muffins,Forgotten Chest,25,Common Crypt,55
2026-04-04,Pantera,Mayan Chest,20,Common Crypt,16
2026-04-04,Hayko,Elven Citadel Chest,15,Citadel,0
2026-04-04,AkhmAn,Cursed Citadel Chest,20,Citadel,12
2026-04-04,Pantera,Forgotten Chest,20,Common Crypt,16
2026-04-04,Pantera,Stone Chest,20,Common Crypt,16
2026-04-04,Donkey Muffins,Orc Chest,25,Common Crypt,55
2026-04-04,Pantera,Stone Chest,20,Common Crypt,16
2026-04-04,Donkey Muffins,Orc Chest,25,Common Crypt,55
2026-04-04,AkhmAn,Cursed Citadel Chest,20,Citadel,12
2026-04-04,Pantera,Mayan Chest,20,Common Crypt,16
2026-04-04,Pantera,Barbarian Chest,20,Common Crypt,16
2026-04-04,martinman,Infernal Chest,10,Common Crypt,0
2026-04-04,Pantera,Mayan Chest,20,Common Crypt,16
2026-04-04,Pantera,Stone Chest,20,Common Crypt,16
2026-04-04,Soft Grace,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Soft Grace,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Soft Grace,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Soft Grace,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Soft Grace,JГіrmungandr's Chest,0,JГіrmungandr Shop,1
2026-04-04,Magnuss,JГіrmungandr's Chest,0,Jormungandr Shop,1
2026-04-04,Pantera,Mayan Chest,20,Common Crypt,16
2026-04-04,Pantera,Forgotten Chest,20,Common Crypt,16
2026-04-04,Pantera,Forgotten Chest,20,Common Crypt,16
2026-04-04,Vudogore,Barbarian Chest,20,epic Crypt,45
2026-04-04,Vudogore,Scorpion Chest,25,epic Crypt,90
2026-04-04,Vudogore,Stone Chest,25,Common Crypt,55
2026-04-04,Vudogore,Elegant Chest,20,Common Crypt,16
2026-04-04,Cordanaya,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Cordanaya,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Cordanaya,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Cordanaya,Union Chest,0,Union of Triumph personal reward,0
2026-04-04,Giulio Cesare,Gnome Workshop Chest,20,Common Crypt,16
2026-04-04,Raven,Fire Chest,20,Common Crypt,16
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Giulio Cesare,Fire Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Infernal Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Bone Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Barbarian Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Barbarian Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Bone Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Cobra Chest,20,Common Crypt,16
2026-04-04,Giulio Cesare,Forgotten Chest,20,Common Crypt,16
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
2026-04-04,Hayko,Fenrir's Chest,0,Epic Fenrir squad,60
